"school_id"|"name"|"address"|"country"|"city"|"county"|"postcode"|"tel"|"fax"|"website"|"email"|"schooltype"|"si"|"sp"|"ra"|"pupilno"|"boarderno"|"boarderage"|"lastupdate"|"staffid"|"remarks"|"lat"|"lng"|"childvisaage"|"case"|"case"|"case"|"loginname"|"loginpassword"|"keyword"
72|"Bradfield College"|"Bradfield"|"UK"|"Reading"|"Berkshire"|"RG7 6AU"|"44 11 8964 4500 (reception)"|""|"www.bradfieldcollege.org.uk"|""|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|835|711|"13-18 (13-18)"|"20241206160437"|"AA00107"|"Weekly and full boarding

[10May16] We do not publish the Registration form online
HTS"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"campus_huge, facilities_gd, football, chinese_few, dance_academic, IB"
110|"Cheltenham College"|"Bath Road"|"UK"|"Cheltenham"|"Gloucestershire"|"GL53 7LD"|"44 12 4226 5600"|"44 12 4226 5630"|"www.cheltenhamcollege.org"|""|"Co-Ed"|"Independent School 1"|"Senior"|"Christian"|740|584|"13-18 (13-18)"|"20241207102432"|"AA00107"|"20201201: Pls go to the Agent Portal for school info before asking school.
20200218: Cheltenham College Preparatory School (SCID:30015) is the prep school of Cheltenham College."|0|0|17|"Y"|"Y"|"Y"|"cheltenham"|"***********************"|"Caring_ex, facilities_ex, sports_ex, school_near_town, urban"
125|"Clifton College"|"32 College Road"|"UK"|"Clifton"|"Bristol"|"BS8 3JH"|"44 11 7315 7000"|"44 11 7315 7101"|"www.cliftoncollege.com"|"info@cliftoncollege.com"|"Co-Ed"|"Independent School 1"|"Senior"|"Christian"|1274|352|"13-18 (13-18)"|"20241207120042"|"AA00107"|"20200218: Clifton College Preparatory School (SCID:127) is the prep school of Clifton College. There are also pre-prep school and nursery in Clifton College. (Please note Pupil No. includes students in pre-prep and prep schools)"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"activities_gd, sport_gd, dance_academic, facilities_gd, school_near_town"
593|"Worth School"|"Paddockhurst Road"|"UK"|"Turners Hill, Crawley"|"West Sussex"|"RH10 4SD"|"44 13 4271 0200"|"44 13 4271 0230"|"www.worthschool.org.uk"|"information@worth.org.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"Roman Catholic/Christian"|660|273|"13-18 (11-18)"|"20241209165623"|"AA00011"|"Please be aware that Worth School needs to receive original acceptance form and deposit payment by deadline, not a scanned copy. [03 Mar 2012]
 
In 2008 we welcomed our first Year 12 girl boarders and day pupils and in September 2010 girls joined in Years 7 and 9. Both day and boarding girls joined the middle school (Year 9 and above). (2/8/11)"|0|0|17|"Y"|"Y"|"Y"|"worth"|"***********************"|"reglious, activities_gd, campus_huge, football, IB"
585|"Winchester College"|"College Street"|"UK"|"Winchester"|"Hampshire"|"SO23 9NA"|""|""|"www.winchestercollege.org"|""|"Boys (6G Day only)"|"Independent School 1"|"Senior"|"Church of England"|726|683|"13-18 (13-18)"|"20241209163202"|"AA00011"|"Full boarding

20240502: Winchester will welcome girl boarders for the first time in 2026

Policy on visits to the School has changed. pls see website at www.winchestercollege.org/admissions.

“Residents of Mainland China, Hong Kong, Japan, Korea, Malaysia, Singapore and Thailand whose children are not presently in a UK school, must begin the admissions process at Testing at the Age of 11 in Hong Kong in January each year. Boys awarded a Guaranteed or Reserve List Place on the basis of testing may then visit the School. Because of pressure of numbers, we regret that it is not possible to arrange visits to the School before the award of a Guaranteed or Reserve List Place. Once a place has been secured a visit to the School may be arranged through the Registrar’s office.”"|0|0|17|"Y"|"N"|"Y"|""|"***********************"|"Non-comm, famous_worldwide, academic_push, traditional, good feedback"
400|"Repton School"|"The Hall"|"UK"|"Repton"|"Derbyshire"|"DE65 6FH"|"44 12 8355 9200"|""|"www.repton.org.uk"|""|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|621|428|"13-18 (13-18)"|"20220503163242"|"AA00078"|"20210430: From next year Repton and Repton Prep will legally merge to become a straight through school (Repton 3-18)
Therefore it will be guaranteed progression to Year 9 and no need for common entrance.
Also, from a VISA point of view, we can offer sponsorship to get the pupil from Year 8 to the end of Year 11.

20200220: Repton Prep (SCID:399) is the prep school of Repton School."|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"traditional, satellite_school, chinese_few, football"
124|"Clayesmore School"|"Iwerne Minster"|"UK"|"Blandford"|"Dorset"|"DT11 8LL"|"44 17 4781 2122"|""|"www.clayesmore.com"|"hmsec@clayesmore.com"|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|494|235|"13-18 (13-18)"|"20241207115113"|"AA00107"|"20200218: Clayesmore Prep School (SCID:123) is the prep school of Clayesmore School."|0|0|17|"Y"|"Y"|"Y"|"clayesmore"|"***********************"|"chinese_few, Caring_ex, special_need_school"
47|"Bedales School"|"Church Road"|"UK"|"Steep, Petersfield"|"Hampshire"|"GU32 2DG"|"44 17 3030 0100"|"44 17 3030 0500"|"www.bedales.org.uk"|"admin@bedales.org.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"Non denominational"|466|315|"13-18 (13-18)"|"20241212150120"|"AA00107"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"art_ex, campus_enclosed, chinese_few"
30194|"Charterhouse Summer School"|""|"UK"|"."|"."|""|""|""|""|""|"Co-Ed"|""|""|""|0|0|""|"20230218112330"|"AA00007"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
68|"Bosworth Independent College"|"Nazareth House, Barrack Road"|"UK"|"Northampton"|"Northamptonshire"|"NN2 6AF"|"44 16 0423 9995"|"44 16 0423 9996"|"www.bosworthcollege.com"|"info@bosworthcollege.com"|"Co-Ed"|"Independent College"|""|"Non denominational"|337|218|"13-18 (13-18)"|"20230207225111"|"AA00079"|"20200414: From 7 April 2020, Bosworth Independent College will formally become part of the CATS Colleges Group.

[5Apr16] dont see application form hard copy on website. online application

HTS
SPONSOR LICENCE NUMBER: YA62NW1R5
 
Bosworth expect students to pay all fee yearly. The best they can do is 2 instalments."|0|0|17|"Y"|"Y"|"Y"|"bosworth"|"***********************"|"campus_small, urban, school_near_town"
309|"Marlborough College"|""|"UK"|"Marlborough"|"Wiltshire"|"SN8 1PA"|"44 16 7289 2300"|"44 16 7289 2307"|"www.marlboroughcollege.org"|""|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|1010|969|"13-18 (13-18)"|"20241206104249"|"AA00011"|"Full boarding"|0|0|17|"Y"|"N"|"N"|""|"***********************"|"Non-comm, chinese_few, famous_uk, traditional, satellite_school"
22|"Uppingham School"|"High Street West"|"UK"|"Uppingham"|"Rutland"|"LE15 9QE"|"44 15 7282 2216"|"44 15 7282 2332"|"www.uppingham.co.uk"|""|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|844|779|"13-18 (13-18)"|"20241209154613"|"AA00011"|"Full boarding
SLN : 6DAMFQNR1
all families with a mainland address go through Michael Couch"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"music_gd, town school, traditional, activities_ex"
30175|"Z_Day Place Application Fee11"|""|"N/A"|"N/A"|"N/A"|""|""|""|""|""|"Co-Ed"|""|""|""|0|0|""|"20241003114040"|"AA00098"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
180|"Felsted School"|"Felsted"|"UK"|"Dunmow"|"Essex"|"CM6 3LL"|"44 13 7182 2600"|"44 13 7182 2607"|"www.felsted.org"|"info@felsted.org"|"Co-Ed"|"Independent School 1"|"All"|"Church of England"|757|290|"13-18 (13-18)"|"20241207152847"|"AA00107"|""|0|0|17|"Y"|"Y"|"Y"|"felsted"|"***********************"|"activities_gd, induction, good feedback, art_gd, IB"
234|"Hurstpierpoint College"|"College Lane, Hurstpierpoint"|"UK"|"Hassocks"|"West Sussex"|"BN6 9JS"|"44 12 7383 3636"|"44 12 7383 5257"|"www.hppc.co.uk"|"info@hppc.co.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|942|387|"13-18 (13-18)"|"20241209155150"|"AA00107"|"20200219: Hurstpierpoint College Preparatory School (Day School, Age Range:4-13) is the prep school of Hurstpierpoint College.

20180728: Full boarding is no longer offered from September 2018

[20Jan17]Hurst will not be running the IB programme in 2017. In addition, football at Hurst is very limited as our main boys sport is rugby."|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"rural, chinese_few, activities_gd, campus_enclosed, friendly"
95|"Cambridge Education Group"|"51-53 Hills Road"|"UK"|"Cambridge"|"Cambridgeshire"|"CB2 1NT"|""|""|"www.ceg-uk.com/"|""|"Co-Ed"|"Independent College"|""|""|205|205|""|"20201107175044"|"AA00078"|"20200221: CEG has a lot of centres. (Age Range:16-21)

CEG will be running a 14 April 2013 start for the International Foundation Programme for both Business and Engineering pathways at Coventry FoundationCampus. [30 Nov 2012]
 
The Group has decided to increase our deposit amount from £900 to £2,400. 
The £100 registration fee will remain the same.
 •This change will affect all students on all courses at CATS College, Cambridge Schools of Visual & Performing Arts (CSVPA) and FoundationCampus.
 •The only exception is to Study Abroad (High School Programme) students, who are attending for one term only. For these students the £900 deposit amount remains (plus a £100 registration fee). [14 Oct 2011]
 

CATS College, London, Bloomsbury - new Central London Campus (www.catscollege.com), provide pathways in Medicine, Business, and Finance, with fully supervised, boarding accommodation within a 5 minutes walk from Bloomsbury Campus. [09 Mar 2011]
 
School is delighted to confirm that Royal Holloway (RHUL) and Institute of Education (IoE) have joined London FoundationCampus as official partners. [02 Mar 11] 
ALl centres are HTC
 send documents to Ms Mary Pilainayagam in Cambridge"|0|0|17|"N"|"Y"|"Y"|""|"***********************"|""
30174|"Ryde School (Day Place Application Fee)"|""|"N/A"|"N/A"|"N/A"|""|""|""|""|""|"Co-Ed"|""|""|""|0|0|""|"20230207084712"|"AA00079"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
573|"Wellington College"|""|"UK"|"Crowthorne"|"Berkshire"|"RG45 7PU"|"44 13 4444 4000"|"44 13 4444 4002"|"www.wellingtoncollege.org.uk"|"info@wellingtoncollege.org.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|1140|909|"13-18 (13-18)"|"20241209155834"|"AA00011"|"20191017: School withdrew from league tables
[27082014] Wellington College do accept children who are 8 months older than other students in their year group, ie. if their birthday falls in the January of the previous academic year onwards.  

[04Jun14] 2015 Sixth form entry- the new online registration process for 16+ entry to Wellington College which school is implementing from this year onwards.16+ Entry page (http://www.wellingtoncollege.org.uk/2575/admissions/joining-wellington/16-entry) of the Admissions section to our new online registration forms.

[13Sep13] School said Eagle House in Sandhurst is their feeder school."|0|0|17|"Y"|"Y"|"N"|""|"***********************"|"activities_ex, campus_enclosed, music_ex, satellite_school, facilities_ex, econ, politics, IB"
12|"Tonbridge School"|"High Street"|"UK"|"Tonbridge"|"Kent"|"TN9 1JP"|"44 17 3230 4297"|"44 17 3230 4293"|"www.tonbridge-school.co.uk"|"admissions@tonbridge-school.org"|"Boys"|"Independent School 1"|"Senior"|"Church of England"|801|455|"13-18 (13-18)"|"20241209153220"|"AA00011"|"[24Apr14] All boarders are FULL boarders. All boys are therefore in school for 6 nights a week (Sunday to Friday inclusive). As full boarders all are welcome in school on Saturday night too, although in practice a proportion of our more local boarders will spend Saturday evening at home on any chosen weekend (leaving late on Saturday afternoon and returning by late afternoon on Sunday)
[14Jun13] students can take TB exam in Academic Asia, British Council offices or Dolphin UK
[14May12] Need passport biometric page and front page before issuing CAS 
[17May11] IF POSSIBLE PLEASE USE ORIGINAL REGISTRATION FORM"|0|0|17|"Y"|"Y"|"N"|""|"***********************"|"academic_push, science, math, econ, music_ex, sports_ex, busy_life, traditional, facilities_ex"
148|"d'Overbroeck's College"|"333 Banbury Road"|"UK"|"Oxford"|"Oxfordshire"|"OX2 7PL"|"44 18 6531 0000"|"44 18 6555 2296"|"www.doverbroecks.com"|"sixthform@doverbroecks.com"|"Co-Ed"|"Independent School 1"|"Senior"|"Non denominational"|693|309|"13-18 (11-18)"|"20241207121832"|"AA00107"|"20210401: School has joined Nord Anglia Education along with Oxford International College, Oxford Sixth Form College and Bucksmore Education.
HTS"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"campus_small, urban"
133|"Cranbrook School"|"."|"UK"|"Cranbrook"|"Kent"|"TN17 3JD"|"44 15 8071 1800"|"44 15 8071 1828"|"www.cranbrookschool.co.uk"|""|"Co-Ed"|"Stabis School_Comm"|"Senior"|""|874|237|"13-18 (11-18)"|"20210828121611"|"AA00079"|"[14Sep17] 2018 entry is now open and closes on the 31 October, 2017.
pls contact the reigistrar."|0|0|17|"N"|"Y"|"N"|"cranbrook"|"***********************"|"Non-comm"
140|"Dean Close School"|"Shelburne Road"|"UK"|"Cheltenham"|"Gloucestershire"|"GL51 6HE"|"44 12 4225 8000"|""|"www.deanclose.org.uk"|"office@deanclose.org.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"Christian"|519|226|"13-18 (13 - 18)"|"20241207122923"|"AA00107"|"20200218: Dean Close Prep School (SCID:139) is the prep school of Dean Close School.
[9Apr14] The accounts office is situated on Shelburne Road.
[3Apr14] OVERSEAS INDUCTION PROGRAMME- Friday 29th August to Sunday 31st August 2014, please go AAS for further info.
[24July13]Supply colour scans from the original passport in future"|0|0|17|"Y"|"Y"|"Y"|"deanclose"|"***********************"|"induction, school_near_town, friendly"
30187|"Z_Day Place Application Fee4"|""|"N/A"|"N/A"|"N/A"|""|""|""|""|""|"Co-Ed"|""|""|""|0|0|""|"20231014153524"|"AA00098"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
472|"Bede's School"|"Upper Dicker"|"UK"|"Hailsham"|"East Sussex"|"BN27 3QH"|"44 13 2384 3252 / 44 13 2344 3838"|"44 13 2344 2628"|"www.bedes.org/"|"school.office@bedes.org"|"Co-Ed"|"Independent School 1"|"Senior"|"Non-denominational"|799|327|"13-18 (13-18)"|"20241212150548"|"AA00107"|"20200218: Bede's Prep School (SCID:450) is the prep school of Bede's School."|0|0|17|"Y"|"Y"|"Y"|"bedesenior"|"***********************"|"rural, friendly, campus_huge, sports_ex, activities_gd, value_added"
438|"Sherborne School"|"Abbey Road"|"UK"|"Sherborne"|"Dorset"|"DT9 3AP"|"44 19 3581 2249"|""|"www.sherborne.org"|"enquiries@sherborne.org"|"Boys"|"Independent School 1"|"Senior"|""|584|543|"13-18 (13-18)"|"20241212104022"|"AA00011"|"20210121: Sherborne School (SCID: 438) will merge with Sherborne Preparatory School (SCID: 437) on 1 April 2021.
[13 Apr 2013] SSG will carry on IB Dip, but Sherborne Boys will stop IB this Sep

Football"|0|0|17|"Y"|"Y"|"Y"|"Sherborneb"|"***********************"|"activities_gd, town school, facilities_gd, famous_uk, DT_ex, science"
159|"Eastbourne College"|"Old Wish Road"|"UK"|"Eastbourne"|"East Sussex"|"BN21 4JX"|"44 13 2345 2300"|"44 13 2345 2307"|"www.eastbourne-college.co.uk"|"reception@eastbourne-college.co.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|622|273|"13-18 (13-18)"|"20241207131512"|"AA00107"|"20200219: St. Andrew's Prep (SCID:471) is the prep school of Eastbourne College."|0|0|17|"Y"|"Y"|"Y"|"eastbourne"|"***********************"|"chinese_few, good feedback, down_to_earth, dance_academic"
319|"Milton Abbey School"|"Blandford Forum"|"UK"|"Milton"|"Dorset"|"DT11 0BZ"|"44 12 5888 0484"|"44 12 5888 1194"|"www.miltonabbey.co.uk"|"info@miltonabbey.co.uk"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|212|178|"13-18 (13-18)"|"20200225142007"|"AA00078"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"value_added, Riding_ex, chinese_few, rural, Caring_ex, special_need"
687|"Whitgift School"|"Haling Park"|"UK"|"South Croydon"|"London & Greater London"|"CR2 6YT"|"44 20 8688 9222"|"44 20 8760 0682"|"www.whitgift.co.uk"|"office@whitgift.co.uk"|"Boys"|"Independent School 1"|"Senior"|"Church of England"|1556|100|"13-18 (10-18)"|"20241209162513"|"AA00011"|"[10Nov15] ensure that any students wishing to join us for Summer 2016, register using the online form. http://www.whitgift.co.uk/summerschoolBookingForm.aspx
[26Jun14]  operating a Summer School from 2015 
[10 Jan 2013] Boarders will always need to arrive on the day before school 'officially' begins and usually by 9.00pm (except for the first day of the academic year when they need to arrive by 11.00am).
 However it is accepted that boys will arrive from HK on flights early in the morning and therefore the house will be open from midday on Monday 6th Jan 2014."|0|0|17|"Y"|"Y"|"Y"|"whitgift"|"***********************"|"urban, fencing_ex, sports_ex, campus_enclosed, music_gd, activities_ex, DT_ex, IB"
304|"Malvern College"|"College Road"|"UK"|"Great Malvern"|"Worcestershire"|"WR14 3DF"|"44 16 8458 1500"|"44 16 8458 1617"|"www.malverncollege.org.uk"|"enquiries@malcol.org"|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|655|479|"13-18 (13-18)"|"20241210153301"|"AA00107"|"20200218: The Downs Malvern (SCID:530) is the prep school of Malvern College.

[16Jan16] sixth form entry in 2017- Candidates are strongly encouraged to visit the school between January – June 2016.
We will cease to make offers on a case by case basis and in line with many other leading IB schools, we will now make one central announcement of offers on the 1st December 2016.
There is now a fixed deadline for the acceptance of an offer (21st December 2016).
Late applications will be accepted from January 2017 and will be allocated on a case by case basis as additional spaces become available.

[18Nov14] Malvern College doesn’t want us to keep copies of the school’s entrance test.Please destroy any Malvern College tests (soft copies and hard copies) that we have.
[5 Jan 2013]Malvern College insists overseas students to fly to UK for interview

HTS
 Our Sponsor Licence Number is: 2Y3KXR855
 [14 Apr 12] can use COLLEGE GUARDIANS"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"campus_huge, International_environment, satellite_school, sport_gd, good feedback, IB"
9|"Lancing College"|""|"UK"|"Lancing"|"West Sussex"|"BN15 0RW"|"44 12 7345 2213"|""|"www.lancingcollege.co.uk"|"admissions@lancing.org.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|596|330|"13-18 (13-18)"|"20241209180230"|"AA00107"|"[9July14] TS14- (1)please ask student to submit passport copy too when register (2) the IELTS requirement for Year 12 is no longer necessary
Football
SLN : E0MTY0AP4"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"football, campus_huge, campus_enclosed, rural, DT_ex"
597|"Wycliffe College"|"Bath Road"|"UK"|"Stonehouse"|"Gloucestershire"|"GL10 2JQ"|"44 14 5382 2432"|"44 14 5382 7634"|"www.wycliffe.co.uk"|"senior@wycliffe.co.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"All Faiths"|403|217|"13-18 (13-18)"|"20241209170237"|"AA00011"|"HTS, SLN : 7BMCVK2E0
No. of Pupils: 390(13-18), 334 (7-13)"|0|0|17|"Y"|"Y"|"Y"|"wycliffe"|"***********************"|"chinese_many, Caring_ex, friendly"
264|"King's School, Bruton"|"The Plox"|"UK"|"Bruton"|"Somerset"|"BA10 0ED"|"44 17 4981 4200"|"44 17 4981 3426"|"www.kingsbruton.com/"|"office@kingsbruton.com"|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|355|164|"13-18 (13-18)"|"20241209172204"|"AA00107"|"20200214: Hazlegrove Preparatory School (SCID:217) is the prep school of King's School, Bruton
SPONSOR LICENCE NO. W098XH8KO"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"art_gd, friendly, good feedback, value_added"
263|"King's Ely - previously King's International Study Centre (KISC)"|""|"UK"|"Ely"|"Cambridgeshire"|"CB7 4DB"|"44 13 5366 0757"|"44 13 5366 7485"|"https://www.kingsely.org/international"|"kisc@kings-ely.cambs.sch.uk"|"Co-Ed"|"Independent School 1"|"Senior"|""|45|45|"13-17"|"20241125115527"|"AA00127"|"20200303: KISC is linked with King's Ely. It offers international programme for international pupils."|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
30045|"King's School (The), Canterbury International College"|"25 The Precincts"|"UK"|"Canterbury"|"Kent"|"CT1 2ES"|"01227 595501"|""|"www.international.kings-school.co.uk"|"info@kings-school.co.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|80|76|"13-17 (13-17)"|"20210216100433"|"AA00078"|"first year (Sep2018 entry), aim to take 40, second year upto 80"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
30022|"Mill Hill International"|"Milespit Hill"|"UK"|"London"|"London & Greater London"|"NW7 2RX"|"44 20 8906 6369"|""|"https://www.millhill.org.uk/international/"|""|"Co-Ed"|"Independent School 1"|"Senior"|"Non denominational"|139|109|"13-17 (13-17)"|"20241209151932"|"AA00011"|"20200218: The Mount, Mill Hill International is linked with Belmont Mill Hill Preparatory School (SCID:315), Mill Hill School (SCID:316), and Mill Hill Pre-Prep - Grimsdell.

The Mount, Mill Hill International School, is located within its own newly refurbished campus just a short walk from the main Mill Hill School site, and its pupils are members of the wider Mill Hill School community. With four dedicated boarding houses on the Mill Hill School site, International School pupils have full use of the Senior School’s excellent facilities including an indoor heated swimming pool, sports hall, library, theatre and music department.

[19Dec14] Opens in Sep 2015."|0|0|17|"N"|"Y"|"Y"|""|"***********************"|""
30184|"Z_Day Place Application Fee6"|""|"N/A"|"N/A"|"N/A"|""|""|""|""|""|"Co-Ed"|""|""|""|0|0|""|"20241003113749"|"AA00098"|""|0|0|17|"N"|"Y"|"N"|""|"***********************"|""
384|"Radley College"|"Radley"|"UK"|"Abingdon"|"Oxfordshire"|"OX14 2HR"|"44 12 3554 3000"|"44 12 3554 3106"|"www.radley.org.uk"|"warden@radley.org.uk"|"Boys"|"Independent School 1"|"Senior"|"Church of England"|767|759|"13-18 (13-18)"|"20241206175204"|"AA00011"|"Full boarding"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"campus_huge, campus_enclosed, chinese_few, traditional, famous_uk"
16|"Epsom College"|"College Road"|"UK"|"Epsom"|"Surrey"|"KT17 4JQ"|"44 13 7282 1234"|""|"www.epsomcollege.org.uk"|"info@epsomcollege.org.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|1143|300|"13-18 (11-18)"|"20241207132557"|"AA00107"|"20201222: School is not publishing 2020 exam results.
[4 Jan 2013] all new Year 9, 10 and 12 pupils will be required to be at school on Sunday 1st September 2013."|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"science, sports_ex, satellite_school, campus_huge, facilities_gd"
30056|"King's High Warwick"|"Banbury Road"|"UK"|"Warwick"|"Warwickshire"|"CV34 6YE"|"44 1926 494485"|""|"www.kingshighwarwick.co.uk"|"admissions@kingshighwarwick.co.uk"|"Girls"|"Independent School 1"|""|"Interdenominational"|821|11|"13-18 (11-18)"|"20241209165346"|"AA00107"|"20230228: School will offer sixth form boarding from Sep 2023"|0|0|17|"N"|"Y"|"N"|"kingshigh"|"***********************"|""
265|"King's School (Ely)"|"Barton Road"|"UK"|"Ely"|"Cambridgeshire"|"CB7 4DB"|"44 13 5366 0700"|"44 13 5366 7485"|"www.kingsely.org/"|"enquiries@kings-ely.cambs.sch.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"Church of England"|603|130|"12-18 (12-18)"|"20241209170041"|"AA00107"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"town school, music_gd, friendly, down_to_earth"
536|"Stewart's Melville College"|"Queensferry Road"|"UK"|"Edinburgh"|"Scotland"|"EH4 3EZ"|""|""|"www.esms.org.uk"|""|"Co-Ed"|"Independent School"|""|""|787|12|"12-18 (12-18)"|"20200215200408"|"AA00078"|"20200215: Steward's Merville College is the senior boys school of ESMS Junior School (SCID:311) and is linked with The Mary Erskine School (SCID:537). Their sixth form is co-ed with The Mary Erskine School."|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"diamond_school, chinese_few, urban"
537|"Mary Erskine School (The)"|"Ravelston"|"UK"|"Edinburgh"|"Scotland"|"EH4 3NT"|""|""|"www.esms.org.uk"|"smcreception@esms.org.uk"|"Girls"|"Independent School"|""|"Non denominational"|763|13|"12-18 (12-18)"|"20200215202842"|"AA00078"|"20200215: The Mary Erskine School is the senior girls school of ESMS Junior School (SCID:311) and is linked with Stewart's Merville College (SCID:536). Their sixth form is co-ed with Stewart's Merville College."|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
195|"Glenalmond College"|"Glenalmond"|"UK"|"Perth"|"Scotland"|"PH1 3RY"|"44 17 3884 2061"|"44 17 3884 2063"|"www.glenalmondcollege.co.uk"|"info@glenalmondcollege.co.uk"|"Co-Ed"|"Independent School 1"|"Senior"|"Episcopal Church of Scotland"|291|200|"12-18 (12-18)"|"20241207174747"|"AA00107"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"rural, campus_huge, chinese_few"
30007|"ACS Cobham International School"|"Heywood, Portsmouth Road"|"UK"|"Cobham"|"Surrey"|"KT11 1BL"|"44 19 3286 9744"|"44 19 3286 9789"|"www.acs-schools.com"|""|"Co-Ed"|"Independent School"|""|""|1381|157|"12-18 (2-18)"|"20200222155816"|"AA00078"|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"IB"
30027|"Albyn School"|"17-23 Queen's Road"|"UK"|"Aberdeen"|"Scotland"|"AB15 4PB"|"44 12 2432 2408"|""|"http://www.albynschool.co.uk"|"information@albynschool.co.uk"|"Co-Ed"|"Independent School"|"all"|""|740|0|"12-18 (2-18)"|"20200222160156"|"AA00078"|"[14April15] day school. school is considering entering the market for boarding"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
428|"Seaford College"|"Lavington Park"|"UK"|"Petworth"|"West Sussex"|"GU27 0NB"|"44 17 9886 7392"|"44 17 9886 7606"|"www.seaford.org"|"bursar@seaford.freeuk.com"|"Co-Ed"|"Independent School"|"All"|"Church of England"|801|173|"12-18 (6-18)"|"20200225165017"|"AA00078"|"20170111: Full Boarding starts from 13 years old (Y9)
school age from 7-18"|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|"rural, sport_gd, campus_huge, special_need"
167|"Ellesmere College"|""|"UK"|"Ellesmere"|"Shropshire"|"SY12 9AB"|"44 16 9162 2321"|"44 16 9162 3286"|"www.ellesmere.com"|""|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|517|223|"12-18 (7-18)"|"20200222182420"|"AA00078"|""|0|0|17|"Y"|"Y"|"Y"|"ellesmere"|"***********************"|"activities_gd, campus_huge, facilities_gd, friendly, rural, sport_gd, IB"
173|"Eton College"|"Eton"|"UK"|"Windsor"|"Berkshire"|"SL4 6DW"|"44 17 5367 1000"|""|"https://www.etoncollege.com/"|"admissions@etoncollege.org.uk"|"Boys"|"Independent School 1"|"Senior"|"Church of England"|1341|1341|"12-19 (12-19)"|"20241207132852"|"AA00107"|"Full boarding"|0|0|17|"Y"|"N"|"Y"|""|"***********************"|"Non-comm, academic_push, facilities_ex, famous_worldwide, posh, traditional"
